UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet,Hour,Day
1473804307,2016-09-13,1900-01-01 12:05:07,1226.98,68,30.46,48,322.67,10.12,1900-01-01 06:10:00,1900-01-01 18:27:00,12,13
1473804006,2016-09-13,1900-01-01 12:00:06,884.0,68,30.46,48,323.09,10.12,1900-01-01 06:10:00,1900-01-01 18:27:00,12,13
1473720922,2016-09-12,1900-01-01 12:55:22,168.49,61,30.49,86,25.51,3.37,1900-01-01 06:09:00,1900-01-01 18:28:00,12,12
1473720623,2016-09-12,1900-01-01 12:50:23,155.49,61,30.49,85,43.21,9.0,1900-01-01 06:09:00,1900-01-01 18:28:00,12,12
1473720323,2016-09-12,1900-01-01 12:45:23,235.73,61,30.49,85,25.01,2.25,1900-01-01 06:09:00,1900-01-01 18:28:00,12,12
1473720022,2016-09-12,1900-01-01 12:40:22,108.19,61,30.49,85,349.15,4.5,1900-01-01 06:09:00,1900-01-01 18:28:00,12,12
1473719421,2016-09-12,1900-01-01 12:30:21,181.51,61,30.5,84,5.5,6.75,1900-01-01 06:09:00,1900-01-01 18:28:00,12,12
1473719119,2016-09-12,1900-01-01 12:25:19,185.47,62,30.5,84,15.44,9.0,1900-01-01 06:09:00,1900-01-01 18:28:00,12,12
1473718823,2016-09-12,1900-01-01 12:20:23,158.03,62,30.5,82,8.41,5.62,1900-01-01 06:09:00,1900-01-01 18:28:00,12,12
1473718522,2016-09-12,1900-01-01 12:15:22,226.85,63,30.51,78,6.22,10.12,1900-01-01 06:09:00,1900-01-01 18:28:00,12,12
1473718222,2016-09-12,1900-01-01 12:10:22,160.85,63,30.5,78,273.73,7.87,1900-01-01 06:09:00,1900-01-01 18:28:00,12,12
1473717918,2016-09-12,1900-01-01 12:05:18,183.35,63,30.5,78,337.23,1.12,1900-01-01 06:09:00,1900-01-01 18:28:00,12,12
1473717623,2016-09-12,1900-01-01 12:00:23,162.62,63,30.5,77,1.14,4.5,1900-01-01 06:09:00,1900-01-01 18:28:00,12,12
1473634518,2016-09-11,1900-01-01 12:55:18,250.93,61,30.47,82,48.39,9.0,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473634222,2016-09-11,1900-01-01 12:50:22,299.31,61,30.47,81,58.2,7.87,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473633918,2016-09-11,1900-01-01 12:45:18,408.95,62,30.47,80,12.37,7.87,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473633620,2016-09-11,1900-01-01 12:40:20,508.18,61,30.47,80,39.73,2.25,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473633318,2016-09-11,1900-01-01 12:35:18,484.36,61,30.48,81,60.29,7.87,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473633026,2016-09-11,1900-01-01 12:30:26,676.7,60,30.48,81,30.05,5.62,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473632725,2016-09-11,1900-01-01 12:25:25,392.24,61,30.48,81,34.51,9.0,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473632420,2016-09-11,1900-01-01 12:20:20,397.9,60,30.48,80,51.21,1.12,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473632122,2016-09-11,1900-01-01 12:15:22,447.69,60,30.48,81,15.28,7.87,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473631819,2016-09-11,1900-01-01 12:10:19,366.47,60,30.48,82,26.71,4.5,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473631524,2016-09-11,1900-01-01 12:05:24,446.14,60,30.49,82,29.32,9.0,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473631222,2016-09-11,1900-01-01 12:00:22,362.58,59,30.49,82,2.78,4.5,1900-01-01 06:09:00,1900-01-01 18:29:00,12,11
1473288923,2016-09-07,1900-01-01 12:55:23,1069.2,59,30.43,80,1.88,4.5,1900-01-01 06:08:00,1900-01-01 18:33:00,12,7
1473202522,2016-09-06,1900-01-01 12:55:22,1061.0,58,30.41,75,20.92,4.5,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473202223,2016-09-06,1900-01-01 12:50:23,1064.29,59,30.41,72,44.83,4.5,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473201921,2016-09-06,1900-01-01 12:45:21,1067.7,58,30.41,77,32.89,4.5,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473201619,2016-09-06,1900-01-01 12:40:19,1069.02,58,30.42,76,28.94,5.62,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473201321,2016-09-06,1900-01-01 12:35:21,1075.79,58,30.42,78,46.86,6.75,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473201022,2016-09-06,1900-01-01 12:30:22,1076.68,58,30.42,78,36.17,6.75,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473200719,2016-09-06,1900-01-01 12:25:19,1047.92,58,30.42,81,358.32,4.5,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473200424,2016-09-06,1900-01-01 12:20:24,618.81,58,30.42,82,26.1,7.87,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473200124,2016-09-06,1900-01-01 12:15:24,655.28,58,30.42,81,335.75,7.87,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473199826,2016-09-06,1900-01-01 12:10:26,1083.17,58,30.42,80,0.71,6.75,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473199520,2016-09-06,1900-01-01 12:05:20,1081.85,58,30.42,81,28.2,7.87,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473199224,2016-09-06,1900-01-01 12:00:24,1101.78,58,30.42,82,7.68,3.37,1900-01-01 06:08:00,1900-01-01 18:34:00,12,6
1473116105,2016-09-05,1900-01-01 12:55:05,1063.15,64,30.43,67,331.74,9.0,1900-01-01 06:08:00,1900-01-01 18:35:00,12,5
1473115805,2016-09-05,1900-01-01 12:50:05,1067.19,63,30.43,67,305.68,6.75,1900-01-01 06:08:00,1900-01-01 18:35:00,12,5
1473115504,2016-09-05,1900-01-01 12:45:04,1067.92,64,30.43,67,296.87,11.25,1900-01-01 06:08:00,1900-01-01 18:35:00,12,5
1473115204,2016-09-05,1900-01-01 12:40:04,1073.58,64,30.43,66,313.94,9.0,1900-01-01 06:08:00,1900-01-01 18:35:00,12,5
1473114903,2016-09-05,1900-01-01 12:35:03,1073.56,64,30.43,67,301.67,6.75,1900-01-01 06:08:00,1900-01-01 18:35:00,12,5
1473114605,2016-09-05,1900-01-01 12:30:05,1069.75,63,30.43,66,300.47,6.75,1900-01-01 06:08:00,1900-01-01 18:35:00,12,5
1473114303,2016-09-05,1900-01-01 12:25:03,1072.92,63,30.43,67,330.27,7.87,1900-01-01 06:08:00,1900-01-01 18:35:00,12,5
1473113707,2016-09-05,1900-01-01 12:15:07,1072.67,63,30.43,67,316.06,7.87,1900-01-01 06:08:00,1900-01-01 18:35:00,12,5
1473113409,2016-09-05,1900-01-01 12:10:09,1071.92,63,30.44,65,311.36,7.87,1900-01-01 06:08:00,1900-01-01 18:35:00,12,5
1473113106,2016-09-05,1900-01-01 12:05:06,1069.88,63,30.44,66,323.33,6.75,1900-01-01 06:08:00,1900-01-01 18:35:00,12,5
1473112809,2016-09-05,1900-01-01 12:00:09,1067.61,63,30.44,65,307.86,11.25,1900-01-01 06:08:00,1900-01-01 18:35:00,12,5
1473029705,2016-09-04,1900-01-01 12:55:05,276.19,59,30.46,96,30.13,4.5,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1473029408,2016-09-04,1900-01-01 12:50:08,418.5,61,30.46,96,1.84,9.0,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1473029106,2016-09-04,1900-01-01 12:45:06,390.29,61,30.47,93,19.1,4.5,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1473028817,2016-09-04,1900-01-01 12:40:17,801.33,61,30.47,90,33.62,6.75,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1473028504,2016-09-04,1900-01-01 12:35:04,988.64,62,30.47,90,19.61,9.0,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1473028204,2016-09-04,1900-01-01 12:30:04,781.09,62,30.47,91,39.69,11.25,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1473027905,2016-09-04,1900-01-01 12:25:05,1265.47,61,30.47,92,10.97,5.62,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1473027608,2016-09-04,1900-01-01 12:20:08,585.8,61,30.47,94,39.73,5.62,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1473027304,2016-09-04,1900-01-01 12:15:04,1601.26,61,30.47,93,3.56,9.0,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1473027007,2016-09-04,1900-01-01 12:10:07,415.06,61,30.47,92,36.96,6.75,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1473026704,2016-09-04,1900-01-01 12:05:04,647.32,61,30.47,90,43.14,7.87,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1473026404,2016-09-04,1900-01-01 12:00:04,805.75,61,30.47,90,36.94,3.37,1900-01-01 06:08:00,1900-01-01 18:35:00,12,4
1472943303,2016-09-03,1900-01-01 12:55:03,182.19,57,30.44,98,103.45,4.5,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472943007,2016-09-03,1900-01-01 12:50:07,150.55,58,30.44,97,86.73,6.75,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472942704,2016-09-03,1900-01-01 12:45:04,134.28,58,30.45,97,89.09,4.5,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472942403,2016-09-03,1900-01-01 12:40:03,109.98,58,30.45,96,140.63,4.5,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472942106,2016-09-03,1900-01-01 12:35:06,99.43,58,30.45,96,132.36,4.5,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472941806,2016-09-03,1900-01-01 12:30:06,131.56,58,30.45,96,128.93,5.62,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472941505,2016-09-03,1900-01-01 12:25:05,182.15,58,30.45,96,95.7,4.5,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472941204,2016-09-03,1900-01-01 12:20:04,139.61,58,30.45,96,6.98,2.25,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472940907,2016-09-03,1900-01-01 12:15:07,126.84,59,30.45,96,94.79,2.25,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472940603,2016-09-03,1900-01-01 12:10:03,57.3,59,30.45,95,116.78,3.37,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472940309,2016-09-03,1900-01-01 12:05:09,32.15,59,30.45,95,5.42,5.62,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472940004,2016-09-03,1900-01-01 12:00:04,60.84,60,30.45,93,23.87,5.62,1900-01-01 06:08:00,1900-01-01 18:36:00,12,3
1472856906,2016-09-02,1900-01-01 12:55:06,1048.63,64,30.45,61,45.63,13.5,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472856603,2016-09-02,1900-01-01 12:50:03,1052.69,65,30.45,61,37.12,11.25,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472856303,2016-09-02,1900-01-01 12:45:03,1054.84,65,30.45,58,30.87,11.25,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472856007,2016-09-02,1900-01-01 12:40:07,1058.82,65,30.45,44,95.75,5.62,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472855703,2016-09-02,1900-01-01 12:35:03,1059.79,65,30.45,47,33.55,4.5,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472855404,2016-09-02,1900-01-01 12:30:04,1059.37,65,30.45,50,22.28,7.87,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472855105,2016-09-02,1900-01-01 12:25:05,1062.01,65,30.45,51,260.51,5.62,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472854806,2016-09-02,1900-01-01 12:20:06,1060.85,65,30.45,47,71.76,5.62,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472854502,2016-09-02,1900-01-01 12:15:02,1059.3,65,30.45,49,107.23,4.5,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472854205,2016-09-02,1900-01-01 12:10:05,1058.03,65,30.46,48,8.77,10.12,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472853904,2016-09-02,1900-01-01 12:05:04,1057.91,65,30.45,49,91.85,6.75,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472853602,2016-09-02,1900-01-01 12:00:02,1055.61,64,30.46,49,1.8,3.37,1900-01-01 06:07:00,1900-01-01 18:37:00,12,2
1472769906,2016-09-01,1900-01-01 12:45:06,1069.16,61,30.45,62,65.54,4.5,1900-01-01 06:07:00,1900-01-01 18:38:00,12,1
1472769605,2016-09-01,1900-01-01 12:40:05,1073.43,60,30.45,60,63.24,11.25,1900-01-01 06:07:00,1900-01-01 18:38:00,12,1
1472769007,2016-09-01,1900-01-01 12:30:07,1072.94,60,30.45,68,8.97,5.62,1900-01-01 06:07:00,1900-01-01 18:38:00,12,1
1472768405,2016-09-01,1900-01-01 12:20:05,1072.24,60,30.45,68,38.74,11.25,1900-01-01 06:07:00,1900-01-01 18:38:00,12,1
1472768109,2016-09-01,1900-01-01 12:15:09,1067.15,60,30.46,71,105.16,6.75,1900-01-01 06:07:00,1900-01-01 18:38:00,12,1
1472767505,2016-09-01,1900-01-01 12:05:05,1070.12,60,30.46,69,62.41,5.62,1900-01-01 06:07:00,1900-01-01 18:38:00,12,1
1472767210,2016-09-01,1900-01-01 12:00:10,1065.3,60,30.46,73,28.35,5.62,1900-01-01 06:07:00,1900-01-01 18:38:00,12,1
1477954521,2016-10-31,1900-01-01 12:55:21,421.25,52,30.46,91,26.53,11.25,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477954217,2016-10-31,1900-01-01 12:50:17,453.91,52,30.46,91,78.31,9.0,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477953918,2016-10-31,1900-01-01 12:45:18,438.5,52,30.46,91,107.2,5.62,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477953617,2016-10-31,1900-01-01 12:40:17,442.23,52,30.46,90,5.99,4.5,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477953317,2016-10-31,1900-01-01 12:35:17,437.54,52,30.47,91,44.33,9.0,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477953021,2016-10-31,1900-01-01 12:30:21,417.84,52,30.46,89,55.82,5.62,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477952720,2016-10-31,1900-01-01 12:25:20,419.59,52,30.47,90,72.87,10.12,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477952417,2016-10-31,1900-01-01 12:20:17,420.95,52,30.47,93,0.12,9.0,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477952117,2016-10-31,1900-01-01 12:15:17,407.96,53,30.47,93,16.15,7.87,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477951818,2016-10-31,1900-01-01 12:10:18,453.69,53,30.47,93,55.51,12.37,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477951518,2016-10-31,1900-01-01 12:05:18,473.01,54,30.47,91,354.76,5.62,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477951217,2016-10-31,1900-01-01 12:00:17,613.34,54,30.47,89,105.05,11.25,1900-01-01 06:23:00,1900-01-01 17:49:00,12,31
1477868118,2016-10-30,1900-01-01 12:55:18,836.66,55,30.44,91,144.9,7.87,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477867817,2016-10-30,1900-01-01 12:50:17,979.19,54,30.44,91,118.93,9.0,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477867518,2016-10-30,1900-01-01 12:45:18,1002.54,54,30.45,94,147.63,4.5,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477867218,2016-10-30,1900-01-01 12:40:18,936.58,54,30.45,96,77.1,5.62,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477866918,2016-10-30,1900-01-01 12:35:18,551.08,53,30.45,98,60.32,4.5,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477866617,2016-10-30,1900-01-01 12:30:17,420.65,53,30.45,99,68.8,10.12,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477866318,2016-10-30,1900-01-01 12:25:18,937.98,52,30.45,98,135.1,5.62,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477866018,2016-10-30,1900-01-01 12:20:18,479.39,52,30.45,96,77.53,3.37,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477865720,2016-10-30,1900-01-01 12:15:20,657.0,53,30.45,95,95.45,6.75,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477865417,2016-10-30,1900-01-01 12:10:17,648.36,53,30.46,92,30.47,5.62,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477865118,2016-10-30,1900-01-01 12:05:18,590.16,54,30.45,92,88.24,13.5,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477864817,2016-10-30,1900-01-01 12:00:17,1239.78,54,30.45,90,20.03,6.75,1900-01-01 06:23:00,1900-01-01 17:49:00,12,30
1477781717,2016-10-29,1900-01-01 12:55:17,346.24,50,30.41,102,79.74,7.87,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477781417,2016-10-29,1900-01-01 12:50:17,370.49,51,30.41,102,88.49,2.25,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477781118,2016-10-29,1900-01-01 12:45:18,321.86,51,30.41,102,47.57,10.12,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477780817,2016-10-29,1900-01-01 12:40:17,444.08,51,30.41,102,8.01,6.75,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477780518,2016-10-29,1900-01-01 12:35:18,384.12,51,30.41,102,25.02,6.75,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477780217,2016-10-29,1900-01-01 12:30:17,335.18,50,30.41,101,52.81,1.12,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477779917,2016-10-29,1900-01-01 12:25:17,415.04,51,30.42,101,35.39,10.12,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477779618,2016-10-29,1900-01-01 12:20:18,319.61,51,30.41,102,336.53,6.75,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477779318,2016-10-29,1900-01-01 12:15:18,382.19,51,30.41,102,57.07,6.75,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477779017,2016-10-29,1900-01-01 12:10:17,336.6,51,30.42,102,12.35,3.37,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477778718,2016-10-29,1900-01-01 12:05:18,426.03,51,30.42,102,355.18,2.25,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477778421,2016-10-29,1900-01-01 12:00:21,424.79,51,30.42,102,32.32,5.62,1900-01-01 06:23:00,1900-01-01 17:50:00,12,29
1477695318,2016-10-28,1900-01-01 12:55:18,794.59,49,30.39,101,63.78,3.37,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477695021,2016-10-28,1900-01-01 12:50:21,737.12,49,30.4,101,168.63,1.12,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477694720,2016-10-28,1900-01-01 12:45:20,516.1,50,30.4,101,69.67,4.5,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477694417,2016-10-28,1900-01-01 12:40:17,473.01,50,30.4,101,15.66,2.25,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477694119,2016-10-28,1900-01-01 12:35:19,424.53,50,30.4,101,336.54,2.25,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477693819,2016-10-28,1900-01-01 12:30:19,445.58,50,30.4,101,45.73,5.62,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477693519,2016-10-28,1900-01-01 12:25:19,841.46,50,30.4,101,86.59,6.75,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477693218,2016-10-28,1900-01-01 12:20:18,649.12,50,30.4,101,61.41,11.25,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477692917,2016-10-28,1900-01-01 12:15:17,376.2,50,30.4,101,32.44,6.75,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477692617,2016-10-28,1900-01-01 12:10:17,750.84,50,30.4,101,12.02,4.5,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477692320,2016-10-28,1900-01-01 12:05:20,581.57,50,30.41,101,6.13,3.37,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477692017,2016-10-28,1900-01-01 12:00:17,613.06,50,30.41,101,29.95,2.25,1900-01-01 06:22:00,1900-01-01 17:51:00,12,28
1477608918,2016-10-27,1900-01-01 12:55:18,782.08,62,30.4,54,33.5,7.87,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477608620,2016-10-27,1900-01-01 12:50:20,889.95,63,30.4,48,357.62,1.12,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477608318,2016-10-27,1900-01-01 12:45:18,878.64,63,30.4,37,33.01,4.5,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477608021,2016-10-27,1900-01-01 12:40:21,978.13,63,30.4,33,336.46,3.37,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477607718,2016-10-27,1900-01-01 12:35:18,913.42,64,30.4,31,55.32,7.87,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477607417,2016-10-27,1900-01-01 12:30:17,917.28,63,30.4,30,359.93,5.62,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477607117,2016-10-27,1900-01-01 12:25:17,885.56,64,30.41,43,71.28,2.25,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477606818,2016-10-27,1900-01-01 12:20:18,907.89,64,30.41,28,121.88,2.25,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477606519,2016-10-27,1900-01-01 12:15:19,941.98,64,30.41,41,7.12,5.62,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477606220,2016-10-27,1900-01-01 12:10:20,945.77,63,30.41,35,17.0,3.37,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477605920,2016-10-27,1900-01-01 12:05:20,916.17,63,30.41,41,60.32,6.75,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477605619,2016-10-27,1900-01-01 12:00:19,914.76,63,30.42,51,131.41,4.5,1900-01-01 06:22:00,1900-01-01 17:51:00,12,27
1477522520,2016-10-26,1900-01-01 12:55:20,943.89,60,30.41,54,110.98,3.37,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477522218,2016-10-26,1900-01-01 12:50:18,947.8,60,30.41,53,97.81,5.62,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477521922,2016-10-26,1900-01-01 12:45:22,954.42,60,30.41,53,35.75,7.87,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477521617,2016-10-26,1900-01-01 12:40:17,958.22,60,30.41,49,71.28,4.5,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477521320,2016-10-26,1900-01-01 12:35:20,960.95,60,30.41,51,37.86,4.5,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477521017,2016-10-26,1900-01-01 12:30:17,968.39,61,30.41,51,85.06,9.0,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477520718,2016-10-26,1900-01-01 12:25:18,967.59,61,30.42,48,323.76,2.25,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477520422,2016-10-26,1900-01-01 12:20:22,969.34,61,30.42,52,39.89,0.0,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477520117,2016-10-26,1900-01-01 12:15:17,972.25,61,30.42,55,11.51,9.0,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477519817,2016-10-26,1900-01-01 12:10:17,971.17,61,30.42,52,86.36,6.75,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477519521,2016-10-26,1900-01-01 12:05:21,973.65,61,30.42,53,51.43,2.25,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477519219,2016-10-26,1900-01-01 12:00:19,969.95,61,30.42,55,23.78,9.0,1900-01-01 06:21:00,1900-01-01 17:52:00,12,26
1477436120,2016-10-25,1900-01-01 12:55:20,942.86,65,30.45,58,0.11,2.25,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477435824,2016-10-25,1900-01-01 12:50:24,943.44,65,30.45,60,359.92,6.75,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477435517,2016-10-25,1900-01-01 12:45:17,953.45,64,30.45,62,334.96,9.0,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477435217,2016-10-25,1900-01-01 12:40:17,949.38,64,30.45,63,17.6,2.25,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477434918,2016-10-25,1900-01-01 12:35:18,959.19,63,30.46,60,109.21,2.25,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477434618,2016-10-25,1900-01-01 12:30:18,955.14,64,30.46,64,325.4,4.5,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477434318,2016-10-25,1900-01-01 12:25:18,956.15,64,30.46,63,3.08,2.25,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477434018,2016-10-25,1900-01-01 12:20:18,953.49,64,30.46,63,0.11,4.5,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477433718,2016-10-25,1900-01-01 12:15:18,959.38,63,30.46,63,357.28,7.87,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477433420,2016-10-25,1900-01-01 12:10:20,963.04,64,30.47,61,24.8,6.75,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477433120,2016-10-25,1900-01-01 12:05:20,966.31,64,30.47,60,33.72,7.87,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477432818,2016-10-25,1900-01-01 12:00:18,967.74,64,30.47,53,0.11,5.62,1900-01-01 06:21:00,1900-01-01 17:52:00,12,25
1477349718,2016-10-24,1900-01-01 12:55:18,947.36,59,30.42,77,99.26,12.37,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
1477349420,2016-10-24,1900-01-01 12:50:20,939.12,58,30.43,79,49.07,15.75,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
1477349117,2016-10-24,1900-01-01 12:45:17,928.78,58,30.43,79,259.34,5.62,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
1477348820,2016-10-24,1900-01-01 12:40:20,954.87,58,30.43,79,66.58,11.25,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
1477348521,2016-10-24,1900-01-01 12:35:21,964.69,58,30.43,80,94.81,11.25,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
1477348218,2016-10-24,1900-01-01 12:30:18,970.49,58,30.44,80,67.08,3.37,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
1477347918,2016-10-24,1900-01-01 12:25:18,965.2,58,30.44,77,54.97,6.75,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
1477347617,2016-10-24,1900-01-01 12:20:17,937.11,58,30.44,78,61.93,4.5,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
1477347317,2016-10-24,1900-01-01 12:15:17,918.58,58,30.44,78,4.11,3.37,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
